,Employee_ID,Date_of_Joining,Gender,Company_Type,WFH_Setup_Available,Designation,Resource_Allocation,Mental_Fatigue_Score,Burn_Rate
9886,fffe33003200320039003700,2008-07-12,Female,Service,No,3.0,8.0,8.7,0.7
18534,fffe32003500390035003000,2008-05-24,Male,Service,Yes,3.0,7.0,7.3,0.69
20000,fffe32003400330033003700,2008-07-27,Male,Service,Yes,2.0,2.0,4.3,0.28
18430,fffe33003400370035003900,2008-06-11,Male,Service,Yes,2.0,6.0,6.4,0.55
2790,fffe33003300340034003900,2008-02-12,Female,Service,Yes,1.0,3.0,3.5,0.17
15859,fffe3600360035003200,2008-05-31,Male,Service,Yes,3.0,6.0,7.5,0.74
12665,fffe3500320034003000,2008-05-15,Male,Service,No,3.0,6.0,8.4,0.72
18547,fffe33003400340032003600,2008-11-01,Male,Service,Yes,3.0,4.0,5.8,0.35
125,fffe33003100300035003600,2008-02-21,Male,Service,Yes,2.0,5.0,5.2,0.34
20282,fffe3100300030003200,2008-12-14,Male,Service,No,3.0,7.0,8.9,0.73
14959,fffe32003700370031003600,2008-04-13,Male,Service,No,3.0,7.0,8.0,0.79
19469,fffe33003100380030003300,2008-04-25,Male,Service,No,4.0,8.0,8.0,0.7
7369,fffe31003500350032003700,2008-01-09,Female,Service,No,3.0,5.0,6.9,0.46
6157,fffe3200340038003200,2008-01-29,Female,Service,Yes,3.0,5.0,5.7,0.5
6153,fffe360035003400,2008-04-24,Female,Product,Yes,3.0,7.0,8.1,0.72
9830,fffe3900380032003700,2008-10-20,Female,Service,Yes,1.0,3.0,5.9,0.35
19459,fffe310031003900,2008-12-30,Male,Service,No,5.0,9.0,10.0,0.91
13592,fffe31003200340034003100,2008-06-12,Female,Service,Yes,1.0,3.0,5.6,0.43
3861,fffe33003400350033003500,2008-10-12,Female,Service,Yes,3.0,4.0,5.7,0.45
20746,fffe32003800360039003400,2008-02-07,Female,Service,Yes,1.0,1.0,1.5,0.09
17431,fffe31003600330034003200,2008-05-09,Female,Service,No,2.0,3.0,3.1,0.19
13650,fffe32003200320031003600,2008-11-10,Male,Product,Yes,3.0,5.0,5.7,0.48
10060,fffe32003500340032003700,2008-05-20,Male,Service,No,3.0,7.0,7.1,0.58
5661,fffe3700370035003300,2008-03-21,Female,Service,Yes,3.0,5.0,6.2,0.58
534,fffe32003700350039003200,2008-03-22,Female,Product,No,2.0,5.0,6.8,0.65
4212,fffe32003500330039003600,2008-03-28,Male,Product,No,2.0,4.0,4.7,0.38
20732,fffe32003900370030003300,2008-12-02,Male,Product,No,3.0,6.0,7.3,0.58
20648,fffe33003400330035003000,2008-01-04,Male,Service,No,2.0,5.0,7.1,0.51
13539,fffe33003300320033003900,2008-01-14,Female,Product,No,2.0,3.0,4.8,0.28
13714,fffe3900300039003900,2008-01-18,Female,Service,Yes,2.0,4.0,5.4,0.46
22623,fffe33003400300039003600,2008-12-25,Male,Service,No,5.0,10.0,10.0,1.0
21109,fffe3300390035003200,2008-06-05,Male,Product,Yes,2.0,4.0,5.0,0.27
8902,fffe3500350033003600,2008-06-12,Female,Service,Yes,1.0,3.0,5.0,0.29
298,fffe3900300039003300,2008-12-25,Male,Product,Yes,1.0,1.0,4.8,0.28
14043,fffe32003500350031003400,2008-07-13,Female,Service,No,3.0,9.0,9.3,0.91
1348,fffe32003500390031003000,2008-12-09,Female,Product,No,2.0,3.0,4.8,0.37
19830,fffe3100380039003800,2008-12-14,Female,Service,Yes,3.0,4.0,5.3,0.42
2237,fffe31003100380033003800,2008-01-27,Male,Service,No,2.0,3.0,2.4,0.18
17003,fffe31003500310033003900,2008-02-10,Male,Service,Yes,1.0,4.0,4.1,0.3
5361,fffe31003600370032003600,2008-03-20,Male,Service,Yes,1.0,1.0,1.9,0.09
16756,fffe32003200390032003200,2008-01-26,Male,Product,No,4.0,8.0,8.8,0.75
2580,fffe3400340038003200,2008-07-28,Male,Service,No,5.0,8.0,8.4,0.73
1219,fffe31003800330033003200,2008-09-28,Female,Service,No,4.0,8.0,5.9,0.55
15292,fffe33003300330033003400,2008-12-18,Female,Service,No,3.0,6.0,7.8,0.68
605,fffe33003200360037003700,2008-10-28,Female,Service,Yes,3.0,7.0,8.0,0.8
18970,fffe31003400360033003100,2008-06-25,Male,Service,Yes,2.0,2.0,2.4,0.18
20922,fffe32003700340034003000,2008-09-03,Female,Service,No,2.0,4.0,4.2,0.25
20450,fffe3300330034003600,2008-04-02,Male,Service,No,3.0,7.0,8.0,0.63
3231,fffe3700390030003100,2008-10-17,Male,Product,Yes,2.0,4.0,5.9,0.41
14547,fffe3700350031003300,2008-02-28,Male,Service,No,0.0,2.0,3.8,0.18
17013,fffe33003200310038003300,2008-03-01,Male,Service,No,2.0,4.0,7.6,0.54
4129,fffe310032003100,2008-02-23,Female,Service,No,4.0,8.0,8.6,0.88
3149,fffe31003700380031003800,2008-03-27,Female,Product,Yes,1.0,3.0,4.0,0.35
14235,fffe31003200330032003600,2008-03-18,Male,Service,Yes,3.0,4.0,4.9,0.44
12983,fffe33003000310038003900,2008-08-27,Male,Service,Yes,1.0,1.0,0.0,0.0
20846,fffe32003200330036003000,2008-01-13,Female,Service,Yes,1.0,3.0,5.4,0.41
16879,fffe32003200380037003400,2008-03-08,Female,Service,Yes,1.0,3.0,5.5,0.43
5633,fffe32003900380031003700,2008-03-11,Female,Service,No,2.0,4.0,5.0,0.44
15017,fffe32003200380034003100,2008-08-12,Male,Service,Yes,2.0,3.0,6.8,0.5
1796,fffe31003600390033003300,2008-07-08,Male,Product,Yes,4.0,7.0,8.1,0.66
14060,fffe33003100350037003000,2008-10-29,Female,Service,Yes,3.0,5.0,6.2,0.45
6872,fffe31003300300035003800,2008-12-29,Male,Product,No,2.0,7.0,7.7,0.76
11489,fffe31003700350034003900,2008-03-24,Male,Service,Yes,2.0,5.0,6.5,0.45
4934,fffe33003200310036003200,2008-05-07,Female,Service,Yes,1.0,3.0,4.8,0.34
22504,fffe31003300360034003800,2008-10-01,Male,Service,Yes,3.0,7.0,8.6,0.78
17830,fffe32003100380038003100,2008-10-31,Male,Service,No,2.0,4.0,7.5,0.53
3608,fffe33003400310035003900,2008-03-20,Female,Service,Yes,1.0,3.0,6.2,0.5
15676,fffe32003200310033003600,2008-11-23,Male,Service,No,2.0,2.0,3.2,0.26
20839,fffe31003300360035003500,2008-10-13,Female,Product,Yes,2.0,2.0,4.0,0.25
418,fffe3200390033003200,2008-04-27,Female,Product,Yes,0.0,1.0,4.0,0.2
7135,fffe31003300360039003500,2008-07-17,Male,Service,Yes,3.0,6.0,7.6,0.63
17957,fffe32003100390037003400,2008-10-22,Female,Product,No,4.0,6.0,7.5,0.64
16973,fffe350037003300,2008-01-17,Male,Product,Yes,2.0,6.0,8.1,0.61
10548,fffe31003100370037003900,2008-08-15,Female,Service,Yes,1.0,2.0,4.3,0.25
20903,fffe3300320039003100,2008-10-19,Female,Service,Yes,2.0,4.0,3.0,0.17
18835,fffe31003300300039003800,2008-02-11,Female,Service,Yes,0.0,1.0,1.6,0.1
8609,fffe3500340034003100,2008-09-27,Male,Service,Yes,1.0,3.0,2.8,0.23
2721,fffe33003200360035003000,2008-12-15,Male,Product,No,3.0,5.0,5.7,0.44
1597,fffe32003400360039003600,2008-04-17,Female,Product,No,2.0,5.0,8.2,0.64
8534,fffe32003500350036003900,2008-02-05,Male,Service,No,2.0,5.0,7.6,0.68
8979,fffe31003500330037003500,2008-10-23,Female,Service,Yes,4.0,9.0,7.1,0.72
7741,fffe32003800300032003600,2008-11-01,Female,Service,Yes,2.0,4.0,6.6,0.46
9002,fffe31003000300033003300,2008-10-04,Male,Service,Yes,3.0,6.0,4.4,0.4
3309,fffe3700310030003400,2008-08-11,Female,Service,No,3.0,6.0,5.6,0.51
15634,fffe3400350038003200,2008-06-03,Female,Product,Yes,1.0,4.0,4.9,0.41
6338,fffe390039003000,2008-07-13,Female,Service,No,3.0,4.0,5.9,0.38
637,fffe32003700360031003800,2008-01-06,Male,Service,No,2.0,5.0,6.8,0.54
4619,fffe32003400360039003700,2008-01-11,Female,Service,Yes,1.0,4.0,6.1,0.38
16240,fffe3100360037003200,2008-01-13,Female,Service,Yes,0.0,2.0,1.6,0.11
7261,fffe31003600310035003800,2008-09-10,Female,Service,Yes,2.0,4.0,3.5,0.27
15861,fffe33003000360035003500,2008-03-10,Male,Product,Yes,2.0,4.0,6.8,0.64
9234,fffe3100360034003500,2008-08-09,Female,Product,No,2.0,5.0,6.5,0.51
8077,fffe31003700350039003300,2008-12-22,Male,Service,Yes,1.0,4.0,6.9,0.46
16691,fffe32003500310030003300,2008-12-19,Female,Product,No,4.0,7.0,7.6,0.68
20493,fffe32003200350038003700,2008-11-02,Female,Product,Yes,3.0,7.0,7.9,0.7
12681,fffe31003000300039003400,2008-11-23,Female,Service,No,1.0,2.0,5.7,0.38
19063,fffe33003400310030003500,2008-05-01,Male,Service,Yes,2.0,3.0,4.8,0.26
13567,fffe31003500370038003800,2008-12-15,Female,Service,No,2.0,3.0,4.0,0.24
18977,fffe31003400380034003500,2008-09-23,Female,Service,Yes,2.0,3.0,3.9,0.3
13797,fffe33003400360031003900,2008-12-19,Male,Service,No,3.0,5.0,6.6,0.58
15547,fffe33003200370039003700,2008-06-11,Female,Service,Yes,2.0,4.0,5.9,0.44
7391,fffe31003200310039003000,2008-12-20,Female,Service,No,1.0,4.0,5.8,0.44
19089,fffe32003900390036003600,2008-06-02,Female,Service,No,3.0,5.0,5.7,0.46
8078,fffe32003100380033003600,2008-10-10,Male,Product,No,2.0,4.0,6.3,0.46
1885,fffe33003300360039003300,2008-11-16,Male,Service,No,5.0,9.0,8.1,0.8
22038,fffe31003300330039003300,2008-02-29,Female,Product,No,2.0,7.0,7.0,0.7
17781,fffe32003900310034003600,2008-10-21,Female,Service,No,5.0,10.0,10.0,0.95
17250,fffe33003000310034003900,2008-08-20,Male,Product,Yes,1.0,1.0,2.7,0.09
15065,fffe32003500340037003100,2008-05-24,Female,Service,No,3.0,8.0,7.4,0.7
5354,fffe32003800390039003200,2008-02-01,Female,Product,Yes,3.0,6.0,6.9,0.5
3742,fffe32003700360030003900,2008-05-21,Male,Service,Yes,2.0,6.0,8.1,0.6
3799,fffe31003500330035003400,2008-11-23,Female,Service,No,2.0,3.0,4.2,0.31
2152,fffe31003200300035003000,2008-07-26,Female,Service,No,2.0,3.0,5.6,0.41
12313,fffe32003800310034003500,2008-05-22,Male,Service,No,3.0,6.0,7.7,0.67
17739,fffe3200390034003100,2008-05-23,Female,Product,No,5.0,9.0,8.2,0.74
11619,fffe31003400340034003900,2008-08-27,Female,Service,No,3.0,7.0,7.1,0.53
19713,fffe32003400360035003800,2008-08-02,Female,Product,Yes,3.0,5.0,5.2,0.29
1030,fffe33003200310033003900,2008-02-23,Male,Product,No,2.0,5.0,7.0,0.69
21123,fffe32003200330039003400,2008-04-14,Male,Service,No,3.0,5.0,8.1,0.67
9016,fffe3200360035003200,2008-01-27,Male,Service,No,2.0,5.0,6.8,0.68
1534,fffe32003200300039003000,2008-01-24,Female,Product,Yes,1.0,2.0,4.9,0.41
16569,fffe33003300340034003000,2008-09-27,Male,Product,No,2.0,4.0,7.5,0.6
22468,fffe3100390038003000,2008-11-29,Female,Product,No,3.0,6.0,8.3,0.66
15230,fffe32003400350035003800,2008-11-17,Female,Service,Yes,2.0,6.0,7.2,0.51
15844,fffe31003900360034003500,2008-06-01,Male,Service,Yes,3.0,5.0,5.5,0.46
3816,fffe32003300370039003200,2008-05-01,Male,Service,Yes,1.0,4.0,5.0,0.44
307,fffe31003500380036003900,2008-09-14,Male,Service,Yes,2.0,2.0,3.3,0.24
8585,fffe33003100330034003500,2008-04-27,Female,Service,Yes,1.0,3.0,3.5,0.25
15899,fffe3800370032003300,2008-12-13,Female,Service,No,2.0,4.0,4.8,0.26
20029,fffe3900360032003400,2008-03-19,Female,Product,No,1.0,2.0,2.6,0.17
20399,fffe31003300350033003600,2008-01-02,Male,Service,Yes,2.0,3.0,5.2,0.44
21347,fffe3900320034003800,2008-06-18,Male,Service,No,2.0,3.0,5.8,0.36
3092,fffe390036003400,2008-06-13,Female,Service,No,0.0,1.0,0.6,0.0
4916,fffe32003300380036003300,2008-09-01,Female,Product,Yes,1.0,2.0,3.1,0.19
2134,fffe31003700320033003400,2008-01-06,Male,Service,No,5.0,9.0,10.0,1.0
14496,fffe31003400380037003500,2008-05-14,Female,Service,No,3.0,5.0,6.9,0.64
20572,fffe31003800320035003000,2008-09-08,Male,Service,Yes,2.0,4.0,6.8,0.48
19087,fffe3700330035003400,2008-06-18,Female,Product,Yes,1.0,4.0,4.5,0.33
15166,fffe3300340037003200,2008-08-29,Male,Product,Yes,1.0,4.0,6.2,0.42
16988,fffe31003400310031003000,2008-09-22,Female,Service,Yes,2.0,4.0,4.2,0.23
2435,fffe32003000330034003500,2008-12-01,Female,Service,Yes,3.0,6.0,5.5,0.43
15987,fffe33003000310033003400,2008-05-25,Male,Product,No,4.0,8.0,7.9,0.65
12408,fffe3800370039003100,2008-08-13,Female,Service,Yes,2.0,4.0,4.7,0.36
3672,fffe32003500300039003800,2008-01-26,Male,Service,No,3.0,6.0,8.5,0.82
9281,fffe31003100390038003300,2008-07-24,Male,Product,Yes,2.0,5.0,6.4,0.48
8483,fffe32003300320031003100,2008-06-03,Female,Product,Yes,2.0,5.0,5.2,0.44
20641,fffe32003400300033003800,2008-07-07,Female,Service,Yes,3.0,5.0,7.4,0.54
19889,fffe32003000370039003800,2008-02-17,Male,Product,Yes,0.0,1.0,4.6,0.22
10132,fffe32003300300036003700,2008-06-03,Female,Service,No,1.0,3.0,5.7,0.35
1169,fffe3500350034003000,2008-08-21,Female,Service,Yes,3.0,5.0,5.4,0.46
17813,fffe33003100350038003000,2008-08-23,Male,Service,Yes,1.0,3.0,5.4,0.41
17573,fffe33003300360033003400,2008-10-22,Female,Product,No,3.0,6.0,6.2,0.57
16276,fffe31003800380030003300,2008-01-17,Female,Service,No,4.0,7.0,8.7,0.69
15600,fffe32003800350031003300,2008-03-05,Female,Service,Yes,3.0,7.0,8.5,0.71
13011,fffe32003900310032003800,2008-10-10,Female,Service,Yes,2.0,2.0,4.4,0.22
18988,fffe32003800340033003100,2008-02-12,Female,Service,Yes,3.0,5.0,5.9,0.44
15,fffe31003700350033003100,2008-02-03,Female,Service,Yes,3.0,5.0,4.7,0.32
19599,fffe3200340030003700,2008-12-08,Female,Service,No,3.0,7.0,6.1,0.53
8669,fffe33003000300038003200,2008-07-18,Male,Service,No,2.0,3.0,4.4,0.32
8517,fffe33003300310031003700,2008-04-28,Female,Service,No,1.0,2.0,5.7,0.37
16241,fffe32003700310037003700,2008-12-15,Female,Product,Yes,3.0,4.0,5.3,0.44
12424,fffe31003400330039003700,2008-08-31,Male,Product,Yes,2.0,4.0,6.7,0.5
11919,fffe31003300390032003600,2008-05-23,Male,Product,No,1.0,3.0,5.7,0.43
1279,fffe32003600360037003100,2008-08-02,Female,Service,No,0.0,1.0,4.0,0.28
15585,fffe32003200330039003500,2008-04-15,Female,Service,No,1.0,2.0,2.9,0.23
15500,fffe31003200360032003500,2008-12-25,Male,Service,No,3.0,5.0,6.0,0.48
14206,fffe31003600320033003000,2008-12-04,Male,Service,No,3.0,7.0,8.8,0.7
13863,fffe31003500370032003700,2008-08-26,Female,Service,Yes,2.0,4.0,4.7,0.38
1555,fffe33003300330039003900,2008-10-20,Male,Service,Yes,2.0,4.0,3.9,0.3
6719,fffe31003900320039003200,2008-02-13,Female,Product,No,3.0,7.0,8.6,0.78
9068,fffe32003000380036003500,2008-02-13,Male,Product,Yes,2.0,4.0,4.2,0.29
3368,fffe31003100350031003500,2008-08-28,Male,Product,Yes,1.0,2.0,3.1,0.16
6084,fffe33003000320033003900,2008-01-02,Female,Product,No,2.0,3.0,3.3,0.15
21713,fffe31003000320035003700,2008-06-12,Female,Service,No,2.0,3.0,5.2,0.28
1756,fffe33003400340033003400,2008-07-08,Male,Service,No,3.0,7.0,9.6,0.82
20717,fffe33003200350039003400,2008-01-16,Female,Product,No,5.0,8.0,7.7,0.74
14453,fffe33003100390037003800,2008-09-22,Female,Service,No,3.0,4.0,3.3,0.24
3543,fffe3200320038003700,2008-07-08,Female,Service,Yes,2.0,4.0,6.2,0.38
5732,fffe33003200340035003300,2008-10-04,Female,Product,No,2.0,2.0,4.1,0.23
7381,fffe32003400300037003900,2008-09-27,Male,Product,No,2.0,4.0,4.9,0.38
10118,fffe33003000330031003100,2008-02-06,Female,Service,Yes,1.0,1.0,5.0,0.26
20142,fffe3900300036003700,2008-12-16,Male,Service,No,2.0,3.0,3.9,0.3
12464,fffe31003300310032003100,2008-08-01,Female,Service,No,2.0,4.0,7.3,0.52
16792,fffe3500310032003000,2008-11-01,Female,Product,No,3.0,6.0,6.2,0.59
18200,fffe31003800340030003600,2008-07-27,Female,Service,No,4.0,7.0,7.5,0.61
7487,fffe31003100320036003700,2008-02-18,Male,Service,No,1.0,3.0,5.1,0.39
22419,fffe3300350038003000,2008-07-17,Male,Product,Yes,3.0,5.0,7.2,0.5
5556,fffe3200310032003200,2008-02-20,Female,Service,No,2.0,2.0,2.1,0.15
4938,fffe3300320031003900,2008-10-31,Male,Service,No,2.0,6.0,7.2,0.56
10788,fffe31003400330034003700,2008-10-19,Female,Service,No,0.0,1.0,2.9,0.24
5525,fffe32003700330038003400,2008-08-02,Male,Service,No,4.0,7.0,9.1,0.75
19990,fffe3200340037003100,2008-12-14,Male,Product,No,3.0,5.0,7.5,0.68
2440,fffe31003200380032003600,2008-10-21,Female,Service,Yes,1.0,3.0,4.1,0.32
10197,fffe33003100310037003200,2008-07-02,Male,Product,No,4.0,7.0,6.6,0.58
18923,fffe31003500310031003100,2008-10-18,Female,Service,No,3.0,5.0,6.9,0.68
3001,fffe3600380034003200,2008-07-11,Female,Product,No,5.0,9.0,9.2,0.83
716,fffe33003400300030003400,2008-12-23,Female,Product,No,3.0,6.0,7.2,0.59
1947,fffe31003900330034003500,2008-02-10,Male,Product,Yes,1.0,4.0,5.8,0.51
4345,fffe31003000310037003300,2008-07-03,Male,Service,Yes,1.0,3.0,2.7,0.11
14848,fffe33003300340030003200,2008-04-01,Female,Service,No,1.0,3.0,5.5,0.38
14081,fffe31003900370036003400,2008-08-06,Female,Product,Yes,1.0,1.0,0.7,0.03
12215,fffe31003300390033003800,2008-09-01,Female,Product,Yes,1.0,3.0,2.8,0.2
777,fffe3100320034003600,2008-07-24,Male,Service,No,2.0,5.0,6.3,0.56
19915,fffe32003000330031003000,2008-02-24,Male,Product,No,2.0,6.0,7.2,0.52
20397,fffe3100310038003500,2008-12-11,Male,Product,No,3.0,6.0,7.1,0.52
18204,fffe32003100360034003500,2008-12-11,Female,Product,Yes,2.0,3.0,5.4,0.4
9774,fffe31003000310034003100,2008-07-13,Female,Service,Yes,1.0,3.0,4.9,0.42
2569,fffe33003000370031003600,2008-01-06,Male,Service,No,3.0,7.0,8.0,0.63
18697,fffe32003400300038003600,2008-11-13,Female,Product,Yes,3.0,6.0,5.4,0.51
21277,fffe3800330035003200,2008-08-10,Female,Product,No,2.0,4.0,4.7,0.34
12397,fffe32003400380032003400,2008-02-27,Female,Product,Yes,2.0,2.0,4.4,0.27
9965,fffe33003000330036003500,2008-09-28,Female,Product,No,2.0,3.0,6.0,0.48
16832,fffe33003300300036003200,2008-03-18,Male,Product,Yes,0.0,1.0,3.7,0.21
20676,fffe3700350032003100,2008-06-17,Female,Service,No,2.0,5.0,7.2,0.55
10203,fffe3500310037003500,2008-02-27,Male,Product,No,4.0,7.0,7.6,0.6
554,fffe32003100320031003400,2008-05-28,Male,Product,No,2.0,6.0,6.7,0.54
1095,fffe33003000350035003100,2008-10-28,Female,Product,No,4.0,7.0,9.1,0.82
17056,fffe31003800320036003400,2008-08-22,Female,Product,Yes,1.0,3.0,2.7,0.16
5299,fffe32003700380033003600,2008-06-30,Male,Product,Yes,2.0,5.0,5.5,0.31
4366,fffe33003100390034003300,2008-09-12,Female,Product,No,2.0,4.0,5.5,0.45
7198,fffe33003000380032003500,2008-09-20,Female,Service,Yes,3.0,4.0,4.3,0.38
17965,fffe31003300360036003000,2008-04-13,Male,Service,No,3.0,6.0,7.4,0.59
9550,fffe32003400390038003400,2008-08-03,Female,Product,No,1.0,3.0,6.9,0.47
18722,fffe3200310033003000,2008-10-02,Male,Product,Yes,2.0,6.0,7.4,0.58
3557,fffe360032003800,2008-03-29,Female,Service,Yes,1.0,3.0,3.1,0.25
1598,fffe32003800340030003600,2008-08-16,Female,Service,Yes,2.0,2.0,2.5,0.07
17638,fffe31003900320033003300,2008-03-28,Male,Product,No,1.0,3.0,3.8,0.24
3802,fffe33003000330031003000,2008-07-28,Male,Product,Yes,1.0,3.0,6.0,0.44
12964,fffe31003300350030003600,2008-06-15,Female,Service,Yes,1.0,2.0,6.4,0.49
18454,fffe33003300320038003200,2008-12-11,Male,Product,Yes,2.0,6.0,6.7,0.6
20774,fffe31003000330031003300,2008-03-21,Female,Service,Yes,2.0,4.0,5.4,0.48
16555,fffe3200360032003000,2008-02-23,Male,Service,No,3.0,6.0,6.7,0.67
11925,fffe3300370031003900,2008-01-27,Male,Service,No,3.0,5.0,7.6,0.66
10385,fffe3300350038003200,2008-02-23,Female,Product,Yes,1.0,3.0,2.9,0.16
1401,fffe33003300370034003900,2008-12-16,Female,Product,No,4.0,8.0,7.4,0.6
10117,fffe31003900390030003500,2008-07-24,Male,Service,No,1.0,3.0,4.6,0.37
12161,fffe3300320038003900,2008-09-10,Female,Service,No,3.0,5.0,7.6,0.62
1965,fffe3900,2008-07-10,Female,Service,Yes,3.0,4.0,5.3,0.5
11799,fffe32003900300032003500,2008-12-19,Male,Product,Yes,2.0,3.0,6.0,0.49
3589,fffe33003000340036003300,2008-04-03,Female,Product,No,1.0,2.0,3.3,0.23
15103,fffe320032003200,2008-02-22,Male,Product,Yes,4.0,8.0,9.2,0.78
16833,fffe32003700310039003600,2008-11-25,Male,Service,No,1.0,1.0,2.4,0.16
12491,fffe3800300037003500,2008-05-14,Male,Service,Yes,4.0,6.0,8.1,0.64
6758,fffe3200330036003400,2008-06-01,Female,Service,Yes,1.0,1.0,3.9,0.29
8976,fffe32003300330032003600,2008-09-01,Male,Product,Yes,4.0,8.0,7.9,0.82
19404,fffe31003000310034003700,2008-10-16,Male,Product,No,2.0,5.0,4.0,0.31
3705,fffe32003800360032003100,2008-11-11,Female,Product,Yes,1.0,2.0,3.8,0.25
8421,fffe360039003900,2008-07-14,Female,Service,Yes,1.0,1.0,3.5,0.25
14668,fffe32003300380038003900,2008-03-19,Female,Service,Yes,0.0,1.0,4.0,0.29
7021,fffe33003200380030003000,2008-07-03,Male,Service,No,3.0,6.0,5.8,0.54
15098,fffe33003100300037003300,2008-03-27,Male,Service,No,3.0,6.0,7.8,0.65
4378,fffe3600390036003600,2008-10-09,Female,Service,Yes,2.0,4.0,7.3,0.5
15281,fffe32003400330036003000,2008-01-11,Male,Product,Yes,2.0,4.0,6.8,0.56
19814,fffe32003800310038003100,2008-03-06,Male,Service,No,2.0,2.0,3.3,0.23
15959,fffe32003500340037003600,2008-12-24,Female,Service,No,4.0,6.0,7.8,0.69
9237,fffe33003400370036003900,2008-07-14,Female,Product,No,2.0,4.0,6.3,0.61
12770,fffe32003300300035003100,2008-06-02,Male,Service,No,3.0,5.0,7.9,0.6
2906,fffe33003400390037003600,2008-11-14,Female,Product,No,2.0,3.0,5.4,0.38
18910,fffe32003700380036003800,2008-06-20,Male,Product,Yes,0.0,1.0,3.7,0.2
14757,fffe32003900330030003000,2008-03-05,Male,Product,No,2.0,5.0,7.5,0.59
9925,fffe31003600370039003000,2008-07-09,Female,Service,Yes,1.0,3.0,4.0,0.21
19230,fffe33003400340034003100,2008-12-14,Female,Product,Yes,2.0,4.0,6.6,0.49
12079,fffe32003200330039003100,2008-03-19,Female,Service,No,0.0,1.0,3.1,0.21
16196,fffe33003400360034003600,2008-04-03,Male,Service,No,1.0,3.0,5.5,0.34
17365,fffe32003600370030003700,2008-11-25,Female,Service,Yes,4.0,7.0,5.8,0.56
19334,fffe3900310034003600,2008-12-13,Female,Service,No,1.0,4.0,4.1,0.31
10474,fffe33003000380033003600,2008-07-28,Female,Product,No,3.0,6.0,4.4,0.38
11321,fffe32003500350030003300,2008-09-03,Female,Service,No,3.0,6.0,6.7,0.54
6300,fffe3800370035003000,2008-02-13,Female,Service,Yes,2.0,3.0,5.8,0.5
14892,fffe3800330037003300,2008-09-09,Female,Service,No,0.0,1.0,0.0,0.0
290,fffe32003200330034003200,2008-08-12,Male,Service,No,4.0,6.0,6.7,0.67
14276,fffe33003000380037003300,2008-12-01,Female,Product,Yes,2.0,5.0,4.9,0.44
21682,fffe32003400330030003600,2008-08-23,Male,Service,Yes,4.0,8.0,7.0,0.72
16323,fffe32003500360035003600,2008-08-30,Male,Service,Yes,1.0,1.0,3.9,0.28
13962,fffe32003300320036003000,2008-06-17,Male,Service,No,2.0,5.0,7.4,0.65
21403,fffe3700330039003200,2008-06-29,Female,Product,No,1.0,2.0,0.0,0.0
11295,fffe33003000310030003700,2008-10-17,Female,Product,Yes,2.0,5.0,5.8,0.5
22545,fffe32003000340038003200,2008-08-20,Male,Service,No,3.0,7.0,8.8,0.76
731,fffe3400350030003400,2008-11-14,Male,Service,No,1.0,4.0,6.0,0.47
4098,fffe32003900360037003900,2008-01-15,Male,Product,No,3.0,5.0,6.2,0.59
16112,fffe3500370038003000,2008-03-04,Female,Service,Yes,3.0,5.0,6.9,0.59
6130,fffe32003200360031003000,2008-12-03,Male,Service,Yes,3.0,5.0,3.9,0.34
10254,fffe31003400350037003200,2008-01-12,Male,Service,No,4.0,8.0,9.5,0.95
13203,fffe32003100370036003000,2008-02-03,Male,Service,No,2.0,3.0,4.7,0.27
11254,fffe32003000330031003200,2008-02-10,Female,Service,No,3.0,5.0,5.1,0.41
4831,fffe31003200390035003000,2008-08-04,Female,Product,No,4.0,9.0,7.5,0.77
6779,fffe33003300330039003200,2008-09-04,Female,Product,No,2.0,5.0,8.8,0.71
19376,fffe32003600330038003400,2008-03-17,Female,Service,Yes,1.0,3.0,3.6,0.2
8241,fffe32003300380031003700,2008-02-04,Female,Service,Yes,1.0,4.0,4.6,0.31
21547,fffe32003000350036003200,2008-11-06,Female,Service,Yes,2.0,3.0,4.5,0.37
15853,fffe33003400340030003700,2008-02-19,Female,Service,Yes,3.0,4.0,6.7,0.46
3709,fffe31003100390032003900,2008-02-09,Female,Product,Yes,3.0,5.0,5.5,0.5
11635,fffe31003400380037003400,2008-12-06,Female,Service,No,1.0,4.0,5.8,0.34
4657,fffe31003700320035003500,2008-08-22,Male,Service,No,2.0,5.0,6.0,0.55
13343,fffe31003200300039003600,2008-06-20,Male,Service,Yes,2.0,3.0,4.1,0.28
7417,fffe31003500300035003300,2008-10-06,Male,Product,No,4.0,8.0,6.7,0.67
5396,fffe31003500310039003800,2008-10-14,Female,Service,Yes,3.0,6.0,4.0,0.34
18579,fffe32003700320039003500,2008-08-10,Male,Service,Yes,1.0,2.0,4.1,0.34
14239,fffe31003200340036003800,2008-04-02,Female,Service,Yes,2.0,4.0,5.7,0.38
19409,fffe31003000370032003200,2008-08-19,Male,Product,Yes,2.0,4.0,4.9,0.29
3464,fffe33003300390031003000,2008-01-19,Male,Service,No,1.0,4.0,7.6,0.57
17995,fffe3400370031003600,2008-10-29,Female,Product,Yes,3.0,5.0,6.4,0.44
16878,fffe3400380039003500,2008-07-04,Male,Service,Yes,2.0,3.0,3.4,0.26
14999,fffe32003100380030003000,2008-04-22,Male,Product,No,2.0,3.0,4.7,0.25
22477,fffe3800320032003800,2008-07-04,Female,Service,No,2.0,4.0,7.4,0.57
